TXNAME	GENEID	chr1
ENST00000303469.6	ENSG00000171806.12	0
ENST00000303569.10	ENSG00000160741.17	0
ENST00000303635.12	ENSG00000171735.21	0
ENST00000303721.12	ENSG00000172456.18	0
ENST00000304244.5	ENSG00000170128.5	0
ENST00000304391.6	ENSG00000204624.8	0
ENST00000304457.11	ENSG00000171824.14	0
ENST00000304465.7	ENSG00000171943.12	0
ENST00000304526.3	ENSG00000172410.5	0
ENST00000304685.8	ENSG00000143344.16	0
ENST00000304760.3	ENSG00000169291.10	0
ENST00000304786.12	ENSG00000143742.14	22.91667
ENST00000304952.11	ENSG00000188290.11	0
ENST00000304979.8	ENSG00000171960.12	1
ENST00000305352.7	ENSG00000170989.10	0
ENST00000305392.3	ENSG00000169403.12	0
ENST00000305943.9	ENSG00000168159.15	0
ENST00000306031.5	ENSG00000188641.14	0
ENST00000306052.12	ENSG00000157193.18	0
ENST00000306121.8	ENSG00000162627.17	1
ENST00000306256.13	ENSG00000157916.20	0
ENST00000306562.8	ENSG00000171161.13	1
ENST00000306601.9	ENSG00000171163.16	0
ENST00000306666.10	ENSG00000050628.21	0
ENST00000306821.3	ENSG00000172260.15	0
ENST00000307089.7	ENSG00000117481.12	0
ENST00000307098.5	ENSG00000169469.9	0
ENST00000307297.8	ENSG00000132849.22	0
ENST00000307340.8	ENSG00000042781.14	0
ENST00000307546.14	ENSG00000081026.19	0
ENST00000307714.12	ENSG00000121774.18	0
ENST00000307786.8	ENSG00000169885.10	0
ENST00000307896.10	ENSG00000041988.16	0
ENST00000307940.3	ENSG00000143384.14	0
ENST00000308105.5	ENSG00000173728.11	0
ENST00000308182.10	ENSG00000176092.17	0
ENST00000308271.14	ENSG00000090686.16	0
ENST00000308284.11	ENSG00000120341.19	0
ENST00000308302.4	ENSG00000174567.8	0
ENST00000308543.3	ENSG00000133067.18	0
ENST00000308641.6	ENSG00000173627.8	0
ENST00000308647.8	ENSG00000160072.20	0
ENST00000308733.9	ENSG00000066136.21	0
ENST00000308769.12	ENSG00000143207.21	0
ENST00000308873.11	ENSG00000020633.19	0
ENST00000308942.4	ENSG00000116991.12	0
ENST00000308987.6	ENSG00000173207.13	5
ENST00000309017.9	ENSG00000143851.17	0
ENST00000309048.8	ENSG00000175279.22	0
ENST00000309212.11	ENSG00000162576.17	0
ENST00000309276.11	ENSG00000155367.16	0
ENST00000309309.11	ENSG00000151418.12	0
ENST00000309502.7	ENSG00000163485.18	0
ENST00000309519.8	ENSG00000117411.18	0
ENST00000309691.10	ENSG00000132185.18	0
ENST00000309758.6	ENSG00000173110.8	0
ENST00000309777.11	ENSG00000160055.20	0.66667
ENST00000309851.10	ENSG00000134184.13	0
ENST00000310027.11	ENSG00000125462.21	0
ENST00000310055.5	ENSG00000172746.6	0
ENST00000310256.7	ENSG00000173409.14	1
ENST00000310260.7	ENSG00000173218.15	0
ENST00000310392.5	ENSG00000171806.12	0
ENST00000310483.10	ENSG00000143570.19	0
ENST00000310611.8	ENSG00000174151.15	0
ENST00000310638.9	ENSG00000187048.14	0
ENST00000310833.12	ENSG00000174059.17	0
ENST00000310916.6	ENSG00000175147.13	0
ENST00000310955.11	ENSG00000117399.14	10.62239
ENST00000310961.9	ENSG00000033122.21	0
ENST00000310991.8	ENSG00000178821.13	0
ENST00000311066.10	ENSG00000116731.23	0
ENST00000311223.9	ENSG00000135821.20	0
ENST00000311224.8	ENSG00000066294.15	0
ENST00000311573.9	ENSG00000163374.21	0
ENST00000311672.10	ENSG00000173660.12	0
ENST00000311772.10	ENSG00000117751.18	4
ENST00000311841.7	ENSG00000256407.2	0
ENST00000311890.14	ENSG00000173641.18	0
ENST00000311990.4	ENSG00000293382.1	0
ENST00000312210.9	ENSG00000143409.18	0
ENST00000312233.4	ENSG00000174332.6	0
ENST00000312239.10	ENSG00000127483.19	0
ENST00000312263.10	ENSG00000143164.16	0
ENST00000312413.10	ENSG00000011021.23	0
ENST00000312553.10	ENSG00000174348.14	0
ENST00000312726.9	ENSG00000143774.18	0
ENST00000312753.9	ENSG00000293505.1	2
ENST00000312793.9	ENSG00000215910.8	0
ENST00000312970.13	ENSG00000143549.22	0
ENST00000313146.11	ENSG00000143319.18	1
ENST00000313334.13	ENSG00000134717.18	1
ENST00000313342.8	ENSG00000215861.9	0
ENST00000313431.13	ENSG00000178104.22	0
ENST00000313433.11	ENSG00000117748.10	0
ENST00000313667.8	ENSG00000116584.22	0
ENST00000313695.11	ENSG00000116584.22	0
ENST00000313835.14	ENSG00000117262.19	0
ENST00000313961.10	ENSG00000143248.13	2
ENST00000313984.3	ENSG00000162885.14	0
ENST00000314011.9	ENSG00000125945.16	1
ENST00000314163.12	ENSG00000188092.15	1
ENST00000314174.5	ENSG00000169641.16	0
ENST00000314340.10	ENSG00000177674.16	0
ENST00000314485.12	ENSG00000162729.14	1
ENST00000314607.11	ENSG00000146463.12	3
ENST00000314668.13	ENSG00000142621.21	0
ENST00000314675.11	ENSG00000158062.21	0
ENST00000314754.12	ENSG00000196352.18	0
ENST00000314833.10	ENSG00000180287.17	0
ENST00000314835.5	ENSG00000203761.5	0
ENST00000315033.5	ENSG00000181656.7	0
ENST00000315091.7	ENSG00000120948.19	0
ENST00000315144.14	ENSG00000160688.19	5.98868
ENST00000315554.15	ENSG00000070831.18	0
ENST00000315713.5	ENSG00000117528.14	0
ENST00000315732.3	ENSG00000181817.6	2
ENST00000315741.5	ENSG00000122406.14	0
ENST00000315781.10	ENSG00000143740.15	0
ENST00000315901.4	ENSG00000162444.12	0
ENST00000315913.9	ENSG00000178028.14	1
ENST00000315927.9	ENSG00000180667.11	0
ENST00000315987.6	ENSG00000171385.11	0
ENST00000316005.11	ENSG00000065243.20	0
ENST00000316073.3	ENSG00000215853.3	0
ENST00000316156.8	ENSG00000116871.16	0.5
ENST00000316361.10	ENSG00000177301.16	0
ENST00000316459.4	ENSG00000160062.15	0
ENST00000316721.8	ENSG00000173171.15	0
ENST00000316891.10	ENSG00000043514.17	1
ENST00000317122.2	ENSG00000179743.5	0
ENST00000317336.11	ENSG00000122417.16	0
ENST00000317477.8	ENSG00000132854.19	0
ENST00000317538.9	ENSG00000163867.17	0
ENST00000317586.8	ENSG00000162946.24	0
ENST00000317704.8	ENSG00000154027.19	0
ENST00000317861.1	ENSG00000177174.1	0
ENST00000317868.9	ENSG00000125703.15	0
ENST00000317869.7	ENSG00000179172.10	0
ENST00000317965.3	ENSG00000177186.3	0
ENST00000317967.11	ENSG00000076864.21	0
ENST00000318021.4	ENSG00000177212.4	0
ENST00000318074.9	ENSG00000142765.18	0
ENST00000318104.2	ENSG00000177233.2	0
ENST00000318121.8	ENSG00000092853.14	4
ENST00000318130.13	ENSG00000116406.20	0
ENST00000318160.5	ENSG00000180875.5	0
ENST00000318220.10	ENSG00000142794.19	0.5
ENST00000318244.4	ENSG00000177275.4	0
ENST00000318247.7	ENSG00000143365.20	0
ENST00000318249.10	ENSG00000142794.19	0
ENST00000318289.14	ENSG00000215845.11	0
ENST00000318803.6	ENSG00000117069.15	0
ENST00000318837.6	ENSG00000143061.18	0
ENST00000318906.6	ENSG00000143633.13	0
ENST00000318967.7	ENSG00000143624.14	1
ENST00000319041.6	ENSG00000142669.15	0
ENST00000319084.9	ENSG00000204859.13	0
ENST00000319092.5	ENSG00000177173.5	0
ENST00000319223.8	ENSG00000116212.16	0
ENST00000319248.13	ENSG00000117450.15	16
ENST00000319394.8	ENSG00000142784.16	0.5
ENST00000319416.7	ENSG00000240021.10	0
ENST00000319517.10	ENSG00000117114.21	0
ENST00000319637.6	ENSG00000183317.17	0
ENST00000319653.14	ENSG00000155816.21	0
ENST00000319701.2	ENSG00000179452.2	0
ENST00000319769.10	ENSG00000158850.15	1
ENST00000319928.9	ENSG00000142961.16	0
ENST00000319942.8	ENSG00000137955.16	0
ENST00000320002.3	ENSG00000177476.3	0
ENST00000320065.1	ENSG00000177489.1	0
ENST00000320139.5	ENSG00000260238.6	0
ENST00000320153.10	ENSG00000197312.13	0
ENST00000320161.10	ENSG00000118473.23	0
ENST00000320238.3	ENSG00000177551.5	0
ENST00000320307.8	ENSG00000158710.15	0
ENST00000320334.5	ENSG00000116774.12	6
ENST00000320493.10	ENSG00000244414.8	0
ENST00000320567.6	ENSG00000175707.10	2
ENST00000321265.10	ENSG00000090273.14	16
ENST00000321336.2	ENSG00000177133.15	0
ENST00000321358.12	ENSG00000065978.19	81
ENST00000321399.8	ENSG00000177133.15	0
ENST00000321418.6	ENSG00000178715.8	0
ENST00000321531.10	ENSG00000143450.19	0
ENST00000321556.5	ENSG00000158828.8	0
ENST00000321751.9	ENSG00000175756.14	0
ENST00000321792.5	ENSG00000213516.10	0
ENST00000321935.10	ENSG00000181036.14	0
ENST00000322067.12	ENSG00000162813.18	0
ENST00000322209.5	ENSG00000177144.8	1
ENST00000322302.7	ENSG00000122223.13	0
ENST00000322343.11	ENSG00000143452.16	0
ENST00000322679.10	ENSG00000211452.12	0
ENST00000322753.7	ENSG00000173436.15	0
ENST00000322792.5	ENSG00000215900.4	0
ENST00000322875.8	ENSG00000117335.21	0
ENST00000322918.9	ENSG00000117335.21	0
ENST00000323144.12	ENSG00000143549.22	0
ENST00000323223.2	ENSG00000177800.2	0
ENST00000323275.10	ENSG00000127054.22	0
ENST00000323699.9	ENSG00000143753.14	6
ENST00000323770.8	ENSG00000179412.11	0
ENST00000323848.14	ENSG00000133226.19	1.77954
ENST00000323938.10	ENSG00000116977.19	0
ENST00000324048.9	ENSG00000143373.18	0
ENST00000324142.4	ENSG00000135749.20	0
ENST00000324350.9	ENSG00000126070.20	0
ENST00000324379.10	ENSG00000084072.17	6
ENST00000324778.5	ENSG00000116191.19	0
ENST00000324852.9	ENSG00000162897.16	0
ENST00000324856.13	ENSG00000117713.21	0
ENST00000324862.7	ENSG00000117360.13	3
ENST00000324863.6	ENSG00000162897.16	0
ENST00000324978.8	ENSG00000143595.13	0
ENST00000325425.12	ENSG00000162572.21	0
ENST00000325589.9	ENSG00000152061.24	0
ENST00000325722.8	ENSG00000142687.19	0
ENST00000325945.4	ENSG00000116882.15	0
ENST00000326105.6	ENSG00000181101.7	0
ENST00000326197.11	ENSG00000010803.17	0
ENST00000326225.3	ENSG00000153207.16	1
ENST00000326233.7	ENSG00000172155.10	0
ENST00000326245.4	ENSG00000179914.5	0
ENST00000326279.11	ENSG00000131914.11	0
ENST00000326413.7	ENSG00000178796.13	0
ENST00000326637.8	ENSG00000116783.15	0
ENST00000326665.10	ENSG00000178965.14	0
ENST00000326729.9	ENSG00000168765.19	0
ENST00000326734.3	ENSG00000177757.3	0
ENST00000326735.13	ENSG00000159363.19	0
ENST00000326786.4	ENSG00000117036.12	0
ENST00000326813.12	ENSG00000162643.13	0
ENST00000326837.6	ENSG00000132716.19	0.3802
ENST00000326956.12	ENSG00000157216.17	0.37807
ENST00000327037.8	ENSG00000120341.19	0
ENST00000327044.7	ENSG00000188976.11	10
ENST00000327086.8	ENSG00000185495.11	0
ENST00000327247.9	ENSG00000177628.16	0
ENST00000327299.8	ENSG00000162433.15	9
ENST00000327300.12	ENSG00000121774.18	8
ENST00000327331.2	ENSG00000134690.11	0
ENST00000327535.6	ENSG00000185436.12	0
ENST00000327575.6	ENSG00000185436.12	0
ENST00000327582.5	ENSG00000198754.5	0
ENST00000327794.10	ENSG00000185842.16	0
ENST00000328051.3	ENSG00000184148.4	0
ENST00000328089.11	ENSG00000171621.14	1
ENST00000328159.9	ENSG00000143549.22	0
ENST00000328189.7	ENSG00000134258.18	0
ENST00000328205.9	ENSG00000183814.16	0
ENST00000328249.3	ENSG00000164010.15	0
ENST00000328299.4	ENSG00000184005.12	0
ENST00000328556.9	ENSG00000185842.16	0
ENST00000328570.6	ENSG00000182783.6	0
ENST00000328596.10	ENSG00000186891.14	0
ENST00000328664.9	ENSG00000187010.21	0
ENST00000328703.12	ENSG00000143575.16	2
ENST00000328713.5	ENSG00000185221.6	0
ENST00000328782.3	ENSG00000183310.3	0
ENST00000328928.11	ENSG00000130775.16	0
ENST00000329006.5	ENSG00000185090.15	0
ENST00000329117.10	ENSG00000132692.19	0
ENST00000329151.5	ENSG00000121900.19	0
ENST00000329231.8	ENSG00000123472.13	0
ENST00000329256.2	ENSG00000184330.12	0
ENST00000329281.6	ENSG00000117475.14	0
ENST00000329291.6	ENSG00000185220.12	0
ENST00000329421.8	ENSG00000175130.7	42
ENST00000329454.2	ENSG00000183888.4	0
ENST00000329608.11	ENSG00000184371.14	0
ENST00000329654.8	ENSG00000184588.18	0
ENST00000329800.7	ENSG00000133069.17	0
ENST00000330010.12	ENSG00000162614.19	0
ENST00000330072.10	ENSG00000053371.14	0
ENST00000330188.13	ENSG00000143549.22	0
ENST00000330208.6	ENSG00000126091.21	0
ENST00000330263.5	ENSG00000053372.5	1
ENST00000330330.10	ENSG00000174876.17	0
ENST00000330388.2	ENSG00000184163.3	0
ENST00000330493.6	ENSG00000228288.10	0
ENST00000330500.4	ENSG00000184022.4	0
ENST00000330675.12	ENSG00000133069.17	0
ENST00000330881.6	ENSG00000204510.6	0
ENST00000330947.7	ENSG00000197147.15	1
ENST00000331128.6	ENSG00000184270.6	0
ENST00000331314.11	ENSG00000118197.14	0.5
ENST00000331380.4	ENSG00000184260.6	0
ENST00000331433.5	ENSG00000186510.12	0
ENST00000331491.2	ENSG00000183598.4	0
ENST00000331555.10	ENSG00000263961.8	0
ENST00000331565.5	ENSG00000197106.7	0
ENST00000331593.6	ENSG00000183682.8	0
ENST00000331747.6	ENSG00000185031.6	0
ENST00000331830.7	ENSG00000184144.12	0
ENST00000331835.10	ENSG00000183291.18	9
ENST00000331856.7	ENSG00000291129.2	0
ENST00000331860.7	ENSG00000163209.15	0
ENST00000331872.11	ENSG00000135821.20	14
ENST00000332102.10	ENSG00000173406.16	0
ENST00000332127.8	ENSG00000058673.17	0
ENST00000332129.6	ENSG00000116852.15	0
ENST00000332220.10	ENSG00000065978.19	0
ENST00000332296.7	ENSG00000116721.9	0
ENST00000332305.5	ENSG00000162458.13	0
ENST00000332628.11	ENSG00000126091.21	0
ENST00000332831.5	ENSG00000284662.2	0
ENST00000332912.3	ENSG00000185523.6	0
ENST00000332947.6	ENSG00000183114.8	0
ENST00000333070.4	ENSG00000182866.18	0
ENST00000333172.11	ENSG00000173662.21	0
ENST00000333279.3	ENSG00000183831.7	1
ENST00000333360.12	ENSG00000007908.16	0
ENST00000333854.2	ENSG00000182873.5	0
ENST00000333868.10	ENSG00000132906.18	2
ENST00000333881.3	ENSG00000244057.5	0
ENST00000334047.12	ENSG00000117525.14	2
ENST00000334122.5	ENSG00000186118.9	0
ENST00000334163.4	ENSG00000186141.10	2
ENST00000334179.5	ENSG00000186150.5	0
ENST00000334194.4	ENSG00000186160.5	0
ENST00000334218.9	ENSG00000143776.20	0
ENST00000334232.9	ENSG00000186197.15	0
ENST00000334269.3	ENSG00000186207.5	0
ENST00000334351.8	ENSG00000189266.13	6
ENST00000334371.4	ENSG00000240386.4	0
ENST00000334438.1	ENSG00000186306.1	0
ENST00000334513.6	ENSG00000186364.12	0
ENST00000334600.7	ENSG00000204481.8	0
ENST00000334634.9	ENSG00000163462.19	0
ENST00000334785.12	ENSG00000162614.19	0
ENST00000334793.6	ENSG00000186564.6	0
ENST00000334815.6	ENSG00000186603.7	1
ENST00000334857.3	ENSG00000184155.8	0
ENST00000335071.4	ENSG00000186790.6	0
ENST00000335123.4	ENSG00000186844.6	0
ENST00000335211.9	ENSG00000163395.17	0
ENST00000335282.5	ENSG00000186973.11	0
ENST00000335430.10	ENSG00000126091.21	0
ENST00000335496.5	ENSG00000187144.11	0
ENST00000335497.11	ENSG00000187147.19	0
ENST00000335514.10	ENSG00000130770.18	0
ENST00000335633.1	ENSG00000187238.5	0
ENST00000335648.3	ENSG00000249087.10	0
ENST00000335674.1	ENSG00000185962.1	0
ENST00000335772.3	ENSG00000158769.19	0
ENST00000335852.6	ENSG00000160781.17	0
ENST00000336092.8	ENSG00000159173.20	0
ENST00000336119.8	ENSG00000162711.19	0
ENST00000336184.6	ENSG00000082512.15	0.5
ENST00000336199.9	ENSG00000117020.19	0
ENST00000336230.10	ENSG00000116221.15	0
ENST00000336294.10	ENSG00000121775.18	1
ENST00000336300.9	ENSG00000162910.19	0
ENST00000336338.10	ENSG00000155761.14	0
ENST00000336415.8	ENSG00000143702.17	0
ENST00000336454.5	ENSG00000079335.21	0
ENST00000336520.8	ENSG00000162910.19	0
ENST00000336689.8	ENSG00000088280.21	0
ENST00000336715.11	ENSG00000143373.18	3
ENST00000336751.11	ENSG00000168509.20	0
ENST00000336798.11	ENSG00000162512.16	1
ENST00000336830.9	ENSG00000162746.15	0
ENST00000336890.10	ENSG00000182866.18	0
ENST00000336937.8	ENSG00000162772.18	0
ENST00000337107.11	ENSG00000219073.8	0
ENST00000337132.10	ENSG00000157191.20	0
ENST00000337248.9	ENSG00000001460.18	0
ENST00000337335.5	ENSG00000162913.10	0
ENST00000337338.9	ENSG00000171492.14	1
ENST00000337393.10	ENSG00000122482.22	1.5
ENST00000337428.8	ENSG00000160838.14	0
ENST00000337495.9	ENSG00000010803.17	0
ENST00000337604.6	ENSG00000185499.17	0
ENST00000337817.10	ENSG00000123473.17	0
ENST00000337894.9	ENSG00000163485.18	0
ENST00000337907.7	ENSG00000142599.20	0
ENST00000338179.6	ENSG00000143815.15	0
ENST00000338272.9	ENSG00000215717.7	0
ENST00000338302.7	ENSG00000187800.14	0
ENST00000338325.1	ENSG00000121904.19	0
ENST00000338338.10	ENSG00000175756.14	2.07868
ENST00000338353.4	ENSG00000188859.7	0
ENST00000338366.6	ENSG00000197780.11	0
ENST00000338370.7	ENSG00000175756.14	0.84263
ENST00000338513.1	ENSG00000189280.3	0
ENST00000338555.6	ENSG00000162572.21	0
ENST00000338591.8	ENSG00000187961.15	0
ENST00000338597.9	ENSG00000188529.15	0
ENST00000338639.10	ENSG00000116288.13	1
ENST00000338660.5	ENSG00000179403.12	0
ENST00000338684.9	ENSG00000185499.17	0
ENST00000338855.6	ENSG00000188782.9	0
ENST00000338858.9	ENSG00000118733.17	0
ENST00000338888.4	ENSG00000020633.19	0
ENST00000338895.7	ENSG00000169598.17	0
ENST00000338909.9	ENSG00000142661.19	0
ENST00000338920.8	ENSG00000117523.18	0
ENST00000339083.12	ENSG00000155366.17	1
ENST00000339113.9	ENSG00000197785.14	0
ENST00000339145.8	ENSG00000126709.16	0
ENST00000339255.2	ENSG00000001461.18	0
ENST00000339276.6	ENSG00000175793.12	1
ENST00000339348.9	ENSG00000181036.14	0
ENST00000339350.7	ENSG00000169598.17	0
ENST00000339355.3	ENSG00000188396.4	0
ENST00000339381.6	ENSG00000169962.5	0
ENST00000339394.7	ENSG00000162512.16	0
ENST00000339438.10	ENSG00000009307.17	6.30161
ENST00000339480.3	ENSG00000189433.7	0
ENST00000339526.9	ENSG00000135821.20	0
ENST00000339553.9	ENSG00000184313.20	0
ENST00000339556.8	ENSG00000189171.16	0
ENST00000339643.9	ENSG00000143420.19	0
ENST00000339876.11	ENSG00000163531.17	0
ENST00000339922.5	ENSG00000189030.10	0
ENST00000339948.3	ENSG00000179930.6	0
ENST00000339950.5	ENSG00000162607.13	0
ENST00000339986.8	ENSG00000197472.15	0
ENST00000340006.7	ENSG00000159176.14	0
ENST00000340020.11	ENSG00000186063.13	5
ENST00000340030.4	ENSG00000117560.8	0
ENST00000340052.4	ENSG00000276884.1	0
ENST00000340183.10	ENSG00000160781.17	0
ENST00000340281.9	ENSG00000162664.17	0
ENST00000340305.9	ENSG00000188807.13	0
ENST00000340370.10	ENSG00000116641.18	0
ENST00000340381.11	ENSG00000188807.13	0
ENST00000340385.6	ENSG00000117592.9	11
ENST00000340450.7	ENSG00000131236.18	0.97259
ENST00000340480.8	ENSG00000163349.22	0.4
ENST00000340535.11	ENSG00000154305.18	1
ENST00000340612.6	ENSG00000186409.19	0
ENST00000340677.9	ENSG00000248333.9	0
ENST00000340684.10	ENSG00000196418.13	0
ENST00000340699.7	ENSG00000185630.20	0
ENST00000340758.7	ENSG00000142224.18	0
ENST00000340781.8	ENSG00000174502.19	0
ENST00000340849.8	ENSG00000188672.19	0.2
ENST00000340850.10	ENSG00000171680.23	0
ENST00000340866.10	ENSG00000116791.14	2
ENST00000340871.8	ENSG00000143748.18	0
ENST00000340934.10	ENSG00000162819.12	0
ENST00000340990.10	ENSG00000159346.13	15
ENST00000341028.8	ENSG00000248333.9	0
ENST00000341065.8	ENSG00000187634.13	0
ENST00000341071.11	ENSG00000160058.19	0
ENST00000341115.8	ENSG00000055732.13	0
ENST00000341154.10	ENSG00000188529.15	0
ENST00000341183.9	ENSG00000079277.22	0
ENST00000341209.9	ENSG00000196550.11	0
ENST00000341290.6	ENSG00000187642.10	0
ENST00000341298.3	ENSG00000179085.8	0
ENST00000341360.7	ENSG00000058668.16	0
ENST00000341372.8	ENSG00000143549.22	0
ENST00000341426.9	ENSG00000008130.15	0
ENST00000341460.6	ENSG00000097096.10	0
ENST00000341485.10	ENSG00000143549.22	0
ENST00000341491.9	ENSG00000162772.18	0
ENST00000341517.9	ENSG00000184588.18	0
ENST00000341524.6	ENSG00000069424.16	0
ENST00000341676.9	ENSG00000159363.19	0
ENST00000341697.7	ENSG00000143434.17	0
ENST00000341785.5	ENSG00000143340.7	0
ENST00000341832.11	ENSG00000248333.9	1
ENST00000341872.10	ENSG00000116977.19	0
ENST00000341885.6	ENSG00000176261.16	0
ENST00000341991.7	ENSG00000008130.15	1
ENST00000342022.8	ENSG00000186409.19	0
ENST00000342055.9	ENSG00000187010.21	0
ENST00000342066.8	ENSG00000187634.13	0
ENST00000342104.9	ENSG00000142794.19	0
ENST00000342115.8	ENSG00000116337.20	0.33333
ENST00000342173.11	ENSG00000117543.22	0
ENST00000342203.8	ENSG00000117155.17	0
ENST00000342280.5	ENSG00000187513.9	0
ENST00000342310.7	ENSG00000162761.14	0
ENST00000342348.9	ENSG00000008130.15	0
ENST00000342482.8	ENSG00000185499.17	0
ENST00000342505.5	ENSG00000162434.14	0
ENST00000342571.7	ENSG00000079277.22	0
ENST00000342623.5	ENSG00000189181.6	0
ENST00000342741.6	ENSG00000143627.19	0
ENST00000342751.8	ENSG00000143252.17	0
ENST00000342753.8	ENSG00000162576.17	0
ENST00000342754.5	ENSG00000162614.19	0
ENST00000342818.4	ENSG00000189195.15	0
ENST00000342895.8	ENSG00000122477.14	0
ENST00000342943.3	ENSG00000143502.16	0
ENST00000343043.7	ENSG00000132676.16	0
ENST00000343067.9	ENSG00000159023.23	0
ENST00000343090.11	ENSG00000130939.20	0
ENST00000343110.3	ENSG00000188783.6	0
ENST00000343137.8	ENSG00000116731.23	0
ENST00000343210.11	ENSG00000007341.19	0
ENST00000343253.11	ENSG00000122483.18	0
ENST00000343255.9	ENSG00000188529.15	2
ENST00000343256.9	ENSG00000185499.17	0
ENST00000343258.8	ENSG00000134215.16	0
ENST00000343304.10	ENSG00000132128.18	1
ENST00000343320.10	ENSG00000134216.19	0
ENST00000343381.10	ENSG00000188295.15	0
ENST00000343410.7	ENSG00000143512.13	0
ENST00000343420.6	ENSG00000196352.18	0
ENST00000343433.7	ENSG00000187889.13	0
ENST00000343534.9	ENSG00000143110.12	0
ENST00000343537.12	ENSG00000143514.18	2
ENST00000343744.7	ENSG00000162390.18	0
ENST00000343776.10	ENSG00000181450.18	0
ENST00000343813.10	ENSG00000116237.16	3
ENST00000343815.10	ENSG00000143569.20	0.5
ENST00000343818.11	ENSG00000143811.20	11
ENST00000343846.7	ENSG00000143502.16	0
ENST00000343889.8	ENSG00000149527.18	0
ENST00000343938.9	ENSG00000224051.7	1
ENST00000344008.5	ENSG00000130940.15	0
ENST00000344029.6	ENSG00000143502.16	0
ENST00000344086.8	ENSG00000160712.13	0
ENST00000344147.10	ENSG00000121766.16	0
ENST00000344356.5	ENSG00000162642.14	0
ENST00000344461.7	ENSG00000160055.20	0.66667
ENST00000344517.5	ENSG00000135776.5	2
ENST00000344529.5	ENSG00000135845.10	0
ENST00000344548.8	ENSG00000070831.18	0
ENST00000344579.5	ENSG00000158109.15	0.5
ENST00000344610.12	ENSG00000116678.20	0
ENST00000344616.4	ENSG00000189334.9	0
ENST00000344642.7	ENSG00000187942.12	0
ENST00000344698.6	ENSG00000135749.20	0
ENST00000344720.9	ENSG00000154027.19	0
ENST00000344730.8	ENSG00000143322.22	0
ENST00000344770.6	ENSG00000174827.14	0
ENST00000344843.12	ENSG00000242485.6	3
ENST00000344922.10	ENSG00000154305.18	0
ENST00000344989.10	ENSG00000188529.15	7
ENST00000345034.2	ENSG00000215695.2	0
ENST00000345512.7	ENSG00000060656.20	0
ENST00000345664.10	ENSG00000120334.16	0
ENST00000345896.8	ENSG00000143418.20	0
ENST00000346436.11	ENSG00000011021.23	0
ENST00000346452.8	ENSG00000188672.19	0.2
ENST00000346569.6	ENSG00000143369.15	0
ENST00000346806.2	ENSG00000116761.12	1
ENST00000347088.9	ENSG00000163374.21	0
ENST00000347132.10	ENSG00000117013.17	0
ENST00000347255.6	ENSG00000152061.24	0
ENST00000347264.2	ENSG00000194297.2	0
ENST00000347275.9	ENSG00000122482.22	0
ENST00000347310.10	ENSG00000162594.17	0
